"Order ID","Restaurant Name","Location","Order Time","Delivery Time","Delivery Duration (min)","Pizza Size","Pizza Type","Toppings Count","Distance (km)","Traffic Level","Payment Method","Is Peak Hour","Is Weekend","Delivery Efficiency (min/km)","Topping Density","Order Month","Payment Category","Estimated Duration (min)","Delay (min)","Is Delayed","Pizza Complexity","Traffic Impact","Order Hour","Restaurant Avg Time"
"ORD380","Pizza Hut","Indianapolis, IN","2024-11-07 19:45:00","2024-11-07 20:25:00","40","XL","Cheese Burst","5","7.5","High","Hut Points","1","","5.3333333333333","0.66666666666667","November","Offline","18","22","1","20","3","19","29.948453608247"
"ORD381","Little Caesars","San Francisco, CA","2024-11-08 18:00:00","2024-11-08 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","November","Online","9.6","20.4","","6","2","18","28.844221105528"
"ORD382","Marco's Pizza","Charlotte, NC","2024-11-09 20:15:00","2024-11-09 21:00:00","45","Large","Veg","4","9","High","Cash","1","1","5","0.44444444444444","November","Offline","21.6","23.4","1","12","3","20","30.286458333333"
"ORD383","Domino's","Detroit, MI","2024-11-10 18:00:00","2024-11-10 18:20:00","20","Medium","Veg","2","3","Low","Card","1","1","6.6666666666667","0.66666666666667","November","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD384","Papa John's","El Paso, TX","2024-11-11 19:15:00","2024-11-11 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","","5","0.66666666666667","November","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD385","Pizza Hut","Memphis, TN","2024-11-12 20:30:00","2024-11-12 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","","5","0.625","November","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD386","Little Caesars","Baltimore, MD","2024-11-13 18:45:00","2024-11-13 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","November","Offline","6","14","","1","1","18","28.844221105528"
"ORD387","Marco's Pizza","Boston, MA","2024-11-14 19:00:00","2024-11-14 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","November","Online","24","26","1","12","3","19","30.286458333333"
"ORD388","Domino's","New York, NY","2024-11-15 18:00:00","2024-11-15 18:20:00","20","Medium","Veg","2","3","Low","Domino's Cash","1","","6.6666666666667","0.66666666666667","November","Offline","7.2","12.8","","4","1","18","30.259433962264"
"ORD389","Domino's","Miami, FL","2024-11-16 20:00:00","2024-11-16 20:20:00","20","Medium","Veg","2","3","Low","Card","1","1","6.6666666666667","0.66666666666667","November","Online","7.2","12.8","","4","1","20","30.259433962264"
"ORD390","Papa John's","Chicago, IL","2024-11-17 19:15:00","2024-11-17 19:45:00","30","Large","Non-Veg","4","6","Medium","UPI","1","1","5","0.66666666666667","November","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD391","Pizza Hut","Los Angeles, CA","2024-11-18 20:30:00","2024-11-18 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","","5","0.625","November","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD392","Little Caesars","Houston, TX","2024-11-19 18:45:00","2024-11-19 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","November","Offline","6","14","","1","1","18","28.844221105528"
"ORD393","Marco's Pizza","Phoenix, AZ","2024-11-20 19:00:00","2024-11-20 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","November","Online","24","26","1","12","3","19","30.286458333333"
"ORD394","Domino's","Miami, FL","2024-11-21 20:00:00","2024-11-21 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","November","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD395","Papa John's","Denver, CO","2024-11-22 18:30:00","2024-11-22 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","November","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD396","Pizza Hut","Boston, MA","2024-11-23 19:45:00","2024-11-23 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Hut Points","1","1","5.3333333333333","0.66666666666667","November","Offline","18","22","1","20","3","19","29.948453608247"
"ORD397","Little Caesars","Dallas, TX","2024-11-24 18:00:00","2024-11-24 18:30:00","30","Medium","Non-Veg","3","4","Medium","Card","1","1","7.5","0.75","November","Online","9.6","20.4","","6","2","18","28.844221105528"
"ORD398","Marco's Pizza","Seattle, WA","2024-11-25 20:15:00","2024-11-25 21:00:00","45","Large","Veg","4","9","High","Wallet","1","","5","0.44444444444444","November","Online","21.6","23.4","1","12","3","20","30.286458333333"
"ORD399","Domino's","San Jose, CA","2024-11-26 18:00:00","2024-11-26 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","November","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD400","Papa John's","Austin, TX","2024-11-27 19:15:00","2024-11-27 19:45:00","30","Large","Non-Veg","4","6","Medium","Cash","1","","5","0.66666666666667","November","Offline","14.4","15.6","","12","2","19","28.186274509804"
"ORD401","Pizza Hut","San Diego, CA","2024-11-28 20:30:00","2024-11-28 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","","5","0.625","November","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD402","Little Caesars","Jacksonville, FL","2024-11-29 18:45:00","2024-11-29 19:05:00","20","Small","Vegan","1","2.5","Low","Wallet","1","","8","0.4","November","Online","6","14","","1","1","18","28.844221105528"
"ORD403","Marco's Pizza","Fort Worth, TX","2024-11-30 19:00:00","2024-11-30 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","1","5","0.4","November","Online","24","26","1","12","3","19","30.286458333333"
"ORD404","Domino's","Columbus, OH","2024-12-01 20:00:00","2024-12-01 20:35:00","35","Medium","Veg","3","5.5","Medium","Wallet","1","1","6.3636363636364","0.54545454545455","December","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD405","Papa John's","Charlotte, NC","2024-12-02 18:30:00","2024-12-02 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","December","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD406","Pizza Hut","Indianapolis, IN","2024-12-03 19:45:00","2024-12-03 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Hut Points","1","","5.3333333333333","0.66666666666667","December","Offline","18","22","1","20","3","19","29.948453608247"
"ORD407","Little Caesars","San Francisco, CA","2024-12-04 18:00:00","2024-12-04 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","December","Online","9.6","20.4","","6","2","18","28.844221105528"
"ORD408","Marco's Pizza","Charlotte, NC","2024-12-05 20:15:00","2024-12-05 21:00:00","45","Large","Veg","4","9","High","Cash","1","","5","0.44444444444444","December","Offline","21.6","23.4","1","12","3","20","30.286458333333"
"ORD409","Domino's","Detroit, MI","2024-12-06 18:00:00","2024-12-06 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","December","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD410","Papa John's","El Paso, TX","2024-12-07 19:15:00","2024-12-07 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","1","5","0.66666666666667","December","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD411","Pizza Hut","Memphis, TN","2024-12-08 20:30:00","2024-12-08 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","1","5","0.625","December","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD412","Little Caesars","Baltimore, MD","2024-12-09 18:45:00","2024-12-09 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","December","Offline","6","14","","1","1","18","28.844221105528"
"ORD413","Marco's Pizza","Boston, MA","2024-12-10 19:00:00","2024-12-10 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","December","Online","24","26","1","12","3","19","30.286458333333"
"ORD414","Domino's","New York, NY","2024-12-11 18:00:00","2024-12-11 18:20:00","20","Medium","Veg","2","3","Low","Domino's Cash","1","","6.6666666666667","0.66666666666667","December","Offline","7.2","12.8","","4","1","18","30.259433962264"
"ORD415","Domino's","Miami, FL","2024-12-12 20:00:00","2024-12-12 20:20:00","20","Medium","Thin Crust","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","December","Online","7.2","12.8","","4","1","20","30.259433962264"
"ORD416","Papa John's","Chicago, IL","2024-12-13 19:15:00","2024-12-13 19:45:00","30","Large","Deep Dish","4","6","Medium","UPI","1","","5","0.66666666666667","December","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD417","Pizza Hut","Los Angeles, CA","2024-12-14 20:30:00","2024-12-14 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","1","5","0.625","December","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD418","Little Caesars","Houston, TX","2024-12-15 18:45:00","2024-12-15 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","December","Offline","6","14","","1","1","18","28.844221105528"
"ORD419","Marco's Pizza","Phoenix, AZ","2024-12-16 19:00:00","2024-12-16 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","December","Online","24","26","1","12","3","19","30.286458333333"
"ORD420","Domino's","Miami, FL","2024-12-17 20:00:00","2024-12-17 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","December","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD421","Papa John's","Denver, CO","2024-12-18 18:30:00","2024-12-18 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","December","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD422","Pizza Hut","Boston, MA","2024-12-19 19:45:00","2024-12-19 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Card","1","","5.3333333333333","0.66666666666667","December","Online","18","22","1","20","3","19","29.948453608247"
"ORD423","Little Caesars","Dallas, TX","2024-12-20 18:00:00","2024-12-20 18:30:00","30","Medium","Non-Veg","3","4","Medium","Card","1","","7.5","0.75","December","Online","9.6","20.4","","6","2","18","28.844221105528"
"ORD424","Marco's Pizza","Seattle, WA","2024-12-21 20:15:00","2024-12-21 21:00:00","45","Large","Veg","4","9","High","Wallet","1","1","5","0.44444444444444","December","Online","21.6","23.4","1","12","3","20","30.286458333333"
"ORD425","Domino's","Miami, FL","2024-12-12 20:00:00","2024-12-12 20:20:00","20","Medium","Thin Crust","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","December","Online","7.2","12.8","","4","1","20","30.259433962264"
"ORD426","Papa John's","Chicago, IL","2024-12-13 19:15:00","2024-12-13 19:45:00","30","Large","Deep Dish","4","6","Medium","UPI","1","","5","0.66666666666667","December","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD427","Pizza Hut","Los Angeles, CA","2024-12-14 20:30:00","2024-12-14 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","1","5","0.625","December","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD428","Little Caesars","Houston, TX","2024-12-15 18:45:00","2024-12-15 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","December","Offline","6","14","","1","1","18","28.844221105528"
"ORD429","Marco's Pizza","Phoenix, AZ","2024-12-16 19:00:00","2024-12-16 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","December","Online","24","26","1","12","3","19","30.286458333333"
"ORD430","Domino's","Miami, FL","2024-12-17 20:00:00","2024-12-17 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","December","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD431","Papa John's","Denver, CO","2024-12-18 18:30:00","2024-12-18 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","December","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD432","Pizza Hut","Boston, MA","2024-12-19 19:45:00","2024-12-19 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Card","1","","5.3333333333333","0.66666666666667","December","Online","18","22","1","20","3","19","29.948453608247"
"ORD433","Little Caesars","Dallas, TX","2024-12-20 18:00:00","2024-12-20 18:30:00","30","Medium","Non-Veg","3","4","Medium","Card","1","","7.5","0.75","December","Online","9.6","20.4","","6","2","18","28.844221105528"
"ORD434","Marco's Pizza","Seattle, WA","2024-12-21 20:15:00","2024-12-21 21:00:00","45","Large","Veg","4","9","High","Wallet","1","1","5","0.44444444444444","December","Online","21.6","23.4","1","12","3","20","30.286458333333"
"ORD435","Domino's","San Jose, CA","2024-12-22 18:00:00","2024-12-22 18:20:00","20","Medium","Veg","2","3","Low","Card","1","1","6.6666666666667","0.66666666666667","December","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD436","Papa John's","Austin, TX","2024-12-23 19:15:00","2024-12-23 19:45:00","30","Large","Non-Veg","4","6","Medium","Cash","1","","5","0.66666666666667","December","Offline","14.4","15.6","","12","2","19","28.186274509804"
"ORD437","Pizza Hut","San Diego, CA","2024-12-24 20:30:00","2024-12-24 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","December","Online","19.2","20.8","1","20","3","20","29.948453608247"
"ORD438","Little Caesars","Jacksonville, FL","2024-12-25 18:45:00","2024-12-25 19:05:00","20","Small","Vegan","1","2.5","Low","Wallet","1","","8","0.4","December","Online","6","14","","1","1","18","28.844221105528"
"ORD439","Marco's Pizza","Fort Worth, TX","2024-12-26 19:00:00","2024-12-26 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","December","Online","24","26","1","12","3","19","30.286458333333"
"ORD440","Domino's","Columbus, OH","2024-12-27 20:00:00","2024-12-27 20:35:00","35","Medium","Veg","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","December","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD441","Papa John's","Charlotte, NC","2024-12-28 18:30:00","2024-12-28 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","1","10","1","December","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD442","Pizza Hut","Indianapolis, IN","2024-12-29 19:45:00","2024-12-29 20:25:00","40","XL","Stuffed Crust","5","7.5","High","Card","1","1","5.3333333333333","0.66666666666667","December","Online","18","22","1","20","3","19","29.948453608247"
"ORD443","Little Caesars","San Francisco, CA","2024-12-30 18:00:00","2024-12-30 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","December","Online","9.6","20.4","","6","2","18","28.844221105528"
"ORD444","Marco's Pizza","Charlotte, NC","2024-12-31 20:15:00","2024-12-31 21:00:00","45","Large","Veg","4","9","High","Cash","1","","5","0.44444444444444","December","Offline","21.6","23.4","1","12","3","20","30.286458333333"
"ORD445","Domino's","Detroit, MI","2025-01-01 18:00:00","2025-01-01 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","January","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD446","Papa John's","El Paso, TX","2025-01-02 19:15:00","2025-01-02 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","","5","0.66666666666667","January","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD447","Pizza Hut","Memphis, TN","2025-01-03 20:30:00","2025-01-03 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","January","Online","19.2","20.8","1","20","3","20","29.948453608247"
"ORD448","Little Caesars","Baltimore, MD","2025-01-04 18:45:00","2025-01-04 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","January","Offline","6","14","","1","1","18","28.844221105528"
"ORD449","Marco's Pizza","Boston, MA","2025-01-05 19:00:00","2025-01-05 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","1","5","0.4","January","Online","24","26","1","12","3","19","30.286458333333"
"ORD450","Domino's","New York, NY","2025-01-06 18:00:00","2025-01-06 18:20:00","20","Medium","Veg","2","3","Low","Domino's Cash","1","","6.6666666666667","0.66666666666667","January","Offline","7.2","12.8","","4","1","18","30.259433962264"
"ORD451","Papa John's","Chicago, IL","2025-01-07 19:15:00","2025-01-07 19:45:00","30","Large","Deep Dish","4","6","Medium","UPI","1","","5","0.66666666666667","January","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD452","Pizza Hut","Los Angeles, CA","2025-01-08 20:30:00","2025-01-08 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","January","Online","19.2","20.8","1","20","3","20","29.948453608247"
"ORD453","Little Caesars","Houston, TX","2025-01-09 18:00:00","2025-01-09 18:30:00","30","Medium","Thai Chicken","3","5","Medium","Card","1","","6","0.6","January","Online","12","18","","6","2","18","28.844221105528"
"ORD454","Marco's Pizza","Atlanta, GA","2025-01-10 19:15:00","2025-01-10 19:50:00","35","Large","Sicilian","4","6.5","High","UPI","1","","5.3846153846154","0.61538461538462","January","Online","15.6","19.4","1","12","3","19","30.286458333333"
"ORD455","Domino's","Orlando, FL","2025-01-11 20:30:00","2025-01-11 21:10:00","40","XL","Cheese Burst","5","8","High","Wallet","1","1","5","0.625","January","Online","19.2","20.8","1","20","3","20","30.259433962264"
"ORD456","Papa John's","Austin, TX","2025-01-12 18:45:00","2025-01-12 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","January","Offline","6","14","","1","1","18","28.186274509804"
